id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,postcode,rich,borough,before_pandemic
16331974,"Sweet Spot 1: Calm, Clean, & Accessible/Manhattan",2782,Matthew,"New York, United States",40.76406,-73.95952,Private room,95.0,28,9,10/2/2020,0.19,3,364,10065,1.0,Manhattan,0
16846366,5* Brand New Luxury Apartment with Backyard Oasis,436642,Joel,,40.7842,-73.98438,Entire home/apt,995.0,5,26,7/19/2020,0.6,1,324,10069,1.0,Manhattan,0
16865916,"Modern Living, Views, Summer in the City!",4462722,Jay,"New York, United States",40.76485,-73.95843,Entire home/apt,291.0,2,11,1/1/2020,0.26,1,363,10065,1.0,Manhattan,0
16930274,"Great 1 BR- Q train, Museum Mile and Central Park!",113110121,Christina,"New York, United States",40.7704,-73.95515999999999,Entire home/apt,99.0,20,31,7/31/2020,0.93,1,0,10021,1.0,Manhattan,0
16969156,Cozy Manhattan Studio,113460991,Shain,"New York, United States",40.7584,-73.96226,Entire home/apt,99.0,14,16,3/6/2020,0.36,1,364,10022,1.0,Manhattan,0
17076571,"(16)MIDTOWN PRIVATE ROOM,CONTACT HOST b4 booking",15625009,Anders,"New York, United States",40.78546,-73.97522,Private room,37.0,30,165,8/19/2020,3.69,2,275,10024,1.0,Manhattan,0
17093180,Studio in Manhattan (UES),99634835,Aspano,,40.769909999999996,-73.95347,Entire home/apt,110.0,2,82,8/9/2020,1.81,1,24,10021,1.0,Manhattan,0
17464151,Riverside Park Nest,118276455,Eric,"New York, United States",40.79557,-73.97623,Entire home/apt,145.0,30,6,5/13/2020,0.15,1,319,10024,1.0,Manhattan,0
17790958,Modern Room in SOHO {On Broome Street},49651890,Rosemarie,"New York, United States",40.72052,-73.99814,Private room,135.0,30,67,3/9/2020,1.93,1,0,10013,1.0,Manhattan,0
17908331,"Big, Bright, Tribeca Studio w/ Doorman & Elevator",4601948,Lily,"New York, United States",40.71938,-74.01179,Entire home/apt,195.0,4,19,3/9/2020,0.44,1,0,10282,1.0,Manhattan,0
17938814,"Beautiful spacious one bedroom, upper east side",55199493,Julia,,40.77283,-73.95732,Entire home/apt,165.0,2,130,7/8/2020,3.0,1,105,10075,1.0,Manhattan,0
18026087,Nice 2BR apartment on West 83rd Street,123978791,Val,,40.78289,-73.97769,Entire home/apt,94.0,2,8,10/4/2020,1.03,1,53,10024,1.0,Manhattan,0
18342361,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath",126922318,Emily,"New York, United States",40.78828,-73.97218000000001,Private room,300.0,2,105,3/14/2020,2.45,1,302,10024,1.0,Manhattan,0
18445522,Fully furnished WALL ST STUDIO Apt.,14664356,Dan,,40.705,-74.00741,Entire home/apt,59.0,31,8,2/29/2020,0.21,1,123,10005,1.0,Manhattan,0
18646653,Upper East Side 1 bedroom near Central park,33786241,Sean,,40.77503,-73.956,Entire home/apt,170.0,4,38,2/24/2020,0.89,1,0,10028,1.0,Manhattan,0
18867401,Studio apartment close to Central Park,128579948,Giampiero,"New York, United States",40.76464,-73.96551,Entire home/apt,190.0,30,116,10/25/2020,2.76,2,48,10065,1.0,Manhattan,0
18929965,Private bedroom - Next to Subway & Central Park,92650708,Kristen,"New York, United States",40.764,-73.96674,Private room,100.0,1,81,1/14/2020,1.96,2,0,10065,1.0,Manhattan,0
18944834,Huge private bedroom in the heart of Manhattan,5295202,Uly,"New York, United States",40.76316,-73.96163,Private room,107.0,2,57,3/2/2020,1.39,1,0,10065,1.0,Manhattan,0
18946117,Sunny 2 bedroom apartment on Upper East Side,590825,Alex,,40.77493,-73.95028,Entire home/apt,108.0,3,3,7/5/2020,0.07,1,0,10028,1.0,Manhattan,0
18957522,LG 1 BR Apt Near Gramercy Park & Alphabet City,37100193,Michelle,"New York, United States",40.75271,-73.9678,Entire home/apt,126.0,3,190,8/6/2020,4.75,1,67,10022,1.0,Manhattan,0
19343700,Modern Upper East Side Apartment near Central Park,135522817,Shaun,"New York, United States",40.77332,-73.95738,Entire home/apt,93.0,1,204,10/12/2020,5.06,1,351,10075,1.0,Manhattan,0
19524083,✶✶ The Riverside - One Bedroom Apartment ✶✶,137068370,William,"New York, United States",40.7802,-73.98721,Entire home/apt,273.0,30,54,4/2/2020,1.34,1,61,10069,1.0,Manhattan,0
19577620,"2 Story Penthouse | Private Bed, Bath, and Kitchen",16652171,Erik,"New York, United States",40.78415,-73.97606999999999,Private room,98.0,2,94,9/23/2020,2.33,1,194,10024,1.0,Manhattan,0
19703922,NYC 1-bedroom apartment on the UES,2262180,Andrew,"New York, United States",40.76826,-73.9512,Entire home/apt,102.0,3,57,10/25/2020,1.96,1,358,10021,1.0,Manhattan,0
19708955,Good Vibes Tribeca Loft,136729912,Karen,,40.72165,-74.00975,Entire home/apt,800.0,4,17,1/1/2020,0.48,1,173,10013,1.0,Manhattan,0
19734117,"UES: Bdrm Sunny Corner Apt, 3 flights of stairs up",139135366,Eileen,"New York, United States",40.76762,-73.95441,Entire home/apt,118.0,2,37,10/18/2020,0.95,1,59,10021,1.0,Manhattan,0
19764868,"UWS Townhouse 1BR  Modern, Bright 3A",106837455,Lisa,"New York, United States",40.7837,-73.98234000000001,Entire home/apt,120.0,30,1,7/13/2020,0.26,9,121,10024,1.0,Manhattan,0
19803462,Beauty of New York!,139871790,Reisha,,40.76285,-73.9568,Entire home/apt,123.0,3,36,1/1/2020,0.89,1,0,10065,1.0,Manhattan,0
20174127,"Nice, Clean and Comfortable Flat, Upper East Side",2778578,Isin,"New York, United States",40.775420000000004,-73.9542,Private room,200.0,4,9,1/1/2020,0.23,1,90,10028,1.0,Manhattan,0
20174172,"TriBeCa 1BR steps from Soho, WTC, Brooklyn Bridge",32632891,Rose,"New York, United States",40.718109999999996,-74.0021,Entire home/apt,230.0,30,9,1/4/2020,0.23,1,143,10013,1.0,Manhattan,0
20257840,Elegant Oasis in the Upper East Side,60293337,Melissa,"New York, United States",40.77554,-73.95333000000001,Private room,85.0,1,105,3/10/2020,2.7,1,179,10028,1.0,Manhattan,0
20333200,"FEMALE only- Clean, Quiet, Chic Lincoln Center Apt",683180,Jj,"New York, United States",40.77561,-73.98867,Private room,89.0,1,27,7/22/2020,0.7,3,242,10069,1.0,Manhattan,0
20364111,Never Stop Exploring,145257512,Leo,"New York, United States",40.75489,-73.96880999999999,Entire home/apt,192.0,3,130,3/8/2020,3.38,1,0,10022,1.0,Manhattan,0
20412884,2 Bedroom + 2 Bathrooms | Excellent Location,143477365,Val,"New York, United States",40.75922,-73.96893,Entire home/apt,320.0,1,139,8/9/2020,3.59,1,0,10022,1.0,Manhattan,0
20580871,Stylish one bedroom in Manhattan's Upper East Side,17577342,Vince,,40.76358,-73.96027,Entire home/apt,185.0,1,26,3/8/2020,0.67,1,4,10065,1.0,Manhattan,0
20698477,Comfortable and pleasant fully furnished apartment,83786650,Bridge,"New York, United States",40.76048,-73.96175,Entire home/apt,80.0,30,6,9/30/2020,0.16,14,364,10065,1.0,Manhattan,0
20763209,Clean Chinatown Studio,10388662,Frances,"New York, United States",40.71452,-73.99861,Entire home/apt,154.0,4,23,3/16/2020,0.62,1,173,10013,1.0,Manhattan,0
20900984,Authentic New York Artist Loft on the Bowery,126466681,Fred,"New York, United States",40.71952,-73.99472,Entire home/apt,525.0,3,66,3/8/2020,1.76,1,1,10013,1.0,Manhattan,0
21138538,Lavish 2 BR minutes from Central Park!,149977050,Ivan,,40.787859999999995,-73.97704,Entire home/apt,199.0,2,35,10/12/2020,0.97,1,358,10024,1.0,Manhattan,0
21138717,Beautiful Manhattan Apt with Private Garden!,70307900,Dominique,"New York, United States",40.776709999999994,-73.94816,Entire home/apt,185.0,4,17,7/15/2020,0.45,1,52,10028,1.0,Manhattan,0
21161561,Spacious charming upper east side apartment,24088306,Ayhan,,40.77085,-73.9599,Entire home/apt,239.0,7,88,3/9/2020,2.53,1,331,10021,1.0,Manhattan,0
21172762,Spacious room near Times Square,33975562,Stephanie,"New York, United States",40.75693,-73.99507,Private room,78.0,30,185,3/11/2020,4.94,3,229,10018,1.0,Manhattan,0
21230082,ALL new modern apartment of 2 bedroom NYC style!❤️,153419495,Dina,"New York, United States",40.76178,-73.96573000000001,Entire home/apt,300.0,2,134,10/25/2020,3.74,1,158,10022,1.0,Manhattan,0
21263728,"Trendy ,Chic ,safe  best location in NYC 5 star",16977462,C,"New York, United States",40.78671,-73.97763,Private room,118.0,3,50,10/27/2020,1.34,1,341,10024,1.0,Manhattan,0
21366948,"Best of the west! Sunny,quiet&huge! Ideal location",154714898,Gil,"New York, United States",40.78581,-73.97535,Entire home/apt,264.0,5,42,10/26/2020,1.16,1,162,10024,1.0,Manhattan,0
21411274,Spacious Studio - NYC! First Responders Welcome!,155148052,Amir,"New York, United States",40.775490000000005,-73.95185,Entire home/apt,107.0,30,76,10/11/2020,2.07,1,32,10028,1.0,Manhattan,0
21431963,Magical Space w/Incredible Cozy Energy,122374980,Matt,"New York, United States",40.785709999999995,-73.97618,Shared room,35.0,1,125,3/13/2020,3.4,4,86,10024,1.0,Manhattan,0
21516275,UES Modern Style 1 Bedroom Near 2 Ave Subway Line,156352453,Lyjah,"New York, United States",40.7684,-73.95992,Entire home/apt,214.0,2,69,3/1/2020,1.91,1,179,10021,1.0,Manhattan,0
21569360,New Renovated Bedroom in Prime Manhattan Location,13546922,Rob,"New York, United States",40.75589,-73.96698,Private room,69.0,4,45,7/16/2020,1.24,2,0,10022,1.0,Manhattan,0
21647076,Cozy Apartment in Upper East Side,20067071,Gabriele,"New York, United States",40.76755,-73.95721999999999,Entire home/apt,130.0,2,10,1/1/2020,0.31,1,0,10021,1.0,Manhattan,0
21733545,#NAME?,3464645,Sybilla M,"New York, United States",40.75698,-73.99407,Private room,139.0,2,54,1/2/2020,1.52,2,154,10018,1.0,Manhattan,0
21738886,UES Manhattan full service doorman building 2 BR,158334115,Leslie,"New York, United States",40.76428,-73.96244,Entire home/apt,400.0,2,22,1/2/2020,0.7,1,88,10021,1.0,Manhattan,0
22035507,Tudor City,20513673,Vera,,40.753190000000004,-73.96437,Entire home/apt,99.0,60,9,9/10/2020,0.25,1,111,10022,1.0,Manhattan,0
22063652,Charming Central Park Studio Awaits!,161160095,Walter,"New York, United States",40.78699,-73.96906,Entire home/apt,180.0,3,56,1/6/2020,1.59,1,0,10024,1.0,Manhattan,0
22192285,City accommodation-1br,162152103,Sarah,,40.770509999999994,-73.95129,Entire home/apt,73.0,100,10,9/6/2020,0.36,1,267,10021,1.0,Manhattan,0
22251884,Authentic and Open Tribeca Loft,16897284,Hugh,"New York, United States",40.71853,-74.0038,Entire home/apt,332.0,1,69,10/17/2020,1.96,1,171,10013,1.0,Manhattan,0
22376920,"Quiet, Cozy Room | Midtown | Low Rates Right Now!",163626113,Alexis,"New York, United States",40.75314,-73.96538000000001,Private room,100.0,2,150,8/9/2020,4.31,3,15,10022,1.0,Manhattan,0
22485639,61st east room C manhattan private,164886138,Eliahu,"New York, United States",40.7634,-73.96818,Entire home/apt,85.0,1,79,10/23/2020,2.37,10,354,10065,1.0,Manhattan,0
22489858,61 st East room D Manhattan private,180380802,Avner,"New York, United States",40.76119,-73.96285,Entire home/apt,85.0,1,42,10/19/2020,1.35,10,356,10065,1.0,Manhattan,0
22553501,Central Park Cozy Home,165715198,Robert,,40.76021,-73.96485,Entire home/apt,89.0,29,74,3/7/2020,2.17,1,121,10022,1.0,Manhattan,0
22647656,59th Street,15819815,Tobey,,40.759029999999996,-73.96314,Entire home/apt,90.0,30,3,1/31/2020,0.09,4,90,10022,1.0,Manhattan,0
22663674,2-bedroom in Upper West Side: Private Entrance,3889408,Jed,"New York, United States",40.7825,-73.9814,Entire home/apt,568.0,2,62,9/1/2020,1.88,1,278,10024,1.0,Manhattan,0
22703468,Great private room in Hell’s kitchen TIMES SQUARE,167270001,Piero,"New York, United States",40.756679999999996,-73.99339,Private room,59.0,1,105,11/1/2020,3.09,4,335,10018,1.0,Manhattan,0
22878805,Clean and Classy Central Park Studio,425702,Kim & John,"New York, United States",40.7675,-73.96759,Entire home/apt,133.0,3,94,10/14/2020,2.79,1,309,10065,1.0,Manhattan,0
22881110,"Large Quiet 1Br UWS, close 2CP,  5 neighbors total",120981856,Rgh,"New York, United States",40.789359999999995,-73.97324,Entire home/apt,118.0,14,21,9/13/2020,0.64,1,269,10024,1.0,Manhattan,0
22972313,UNIQUE 30 FL VIEWS LUX HUGE  PRIVATE  SANITIZED!,170271533,Lindsay,"New York, United States",40.77044,-73.95149,Private room,86.0,1,13,9/25/2020,0.39,2,18,10075,1.0,Manhattan,0
23120062,Quiet & Convenient in heart of midtown,3324577,Jessica,"New York, United States",40.75925,-73.97039000000001,Private room,99.0,2,85,3/5/2020,2.58,1,90,10022,1.0,Manhattan,0
23128460,Intimate Studio in Manhattan,5669820,Charles,"New York, United States",40.770070000000004,-73.95697,Entire home/apt,134.0,3,60,3/8/2020,1.89,1,0,10021,1.0,Manhattan,0
23273676,Little Italy Sunny Room,116976293,Topher,"New York, United States",40.71784,-73.99852,Private room,55.0,2,68,3/8/2020,2.09,2,0,10013,1.0,Manhattan,0
23485307,Hotel-like Studio- loft Wall Street,170477315,Tanya,"New York, United States",40.70276,-74.012,Entire home/apt,83.0,2,116,10/18/2020,3.57,1,180,10004,1.0,Manhattan,0
23497936,COZY APARTMENT IN CENTRAL PARK,154955520,Natalia Carolina,"New York, United States",40.77179,-73.96265,Entire home/apt,100.0,3,95,9/22/2020,2.97,1,0,10021,1.0,Manhattan,0
23683924,Stunning designer loft in the heart of Downtown,6238348,Patrizio,"New York, United States",40.71322,-73.99906999999999,Entire home/apt,130.0,30,7,1/8/2020,0.22,1,50,10007,1.0,Manhattan,0
23902905,Shared Room in Midtown East,1429710,Bonnie,,40.75516,-73.96871999999999,Shared room,69.0,1,22,2/6/2020,0.71,1,89,10022,1.0,Manhattan,0
24086457,HUGE 2500 sq. ft.  Loft in SoHo/Little Italy,181372846,William,"New York, United States",40.71808,-73.99754,Entire home/apt,685.0,3,65,2/23/2020,2.11,1,212,10013,1.0,Manhattan,0
24162064,Heart of Midtown Manhattan,182092241,Masa,,40.75524,-73.96974,Entire home/apt,71.0,3,91,9/29/2020,2.99,1,0,10022,1.0,Manhattan,0
24265209,Cozy Apartment,182295691,Doudou,"New York, United States",40.7727,-73.95626999999999,Entire home/apt,160.0,5,15,1/31/2020,0.51,1,40,10075,1.0,Manhattan,0
24596989,WALL STREET AMAZING APARTMENT,12292581,Andrew,,40.705940000000005,-74.01043,Entire home/apt,140.0,30,7,2/14/2020,0.24,1,364,10005,1.0,Manhattan,0
24635095,Traditional and cozy private room in best location,179657707,Andres,"New York, United States",40.753679999999996,-73.99378,Private room,120.0,3,52,2/28/2020,1.7,2,89,10018,1.0,Manhattan,0
24752128,Cozy two bedroom apartment in the Upper East Side,5383703,Alexandra,"New York, United States",40.76562,-73.95864,Entire home/apt,100.0,5,45,10/19/2020,1.49,1,251,10065,1.0,Manhattan,0
24871506,Dreamy centrally located Bedroom with city views!,3480784,Itzi,"New York, United States",40.71889,-73.99818,Private room,60.0,3,65,9/25/2020,2.25,1,149,10013,1.0,Manhattan,0
24945323,Cozy 1 Bedroom on Upper West Side,164724867,Kevin,"New York, United States",40.78783,-73.97364,Entire home/apt,175.0,3,12,1/1/2020,0.4,1,0,10024,1.0,Manhattan,0
25134894,Massive 4 bed 3 bath Loft in SoHo/Little Italy,189961241,Danny,,40.71768,-73.99920999999999,Entire home/apt,713.0,3,78,3/1/2020,2.71,1,208,10013,1.0,Manhattan,0
25157795,Large 1-bedroom apartment in prime Midtown,4294646,Maggie,"New York, United States",40.75524,-73.96453000000001,Entire home/apt,178.0,30,8,1/3/2020,0.29,1,137,10022,1.0,Manhattan,0
25187986,COZY ONE BEDROOM APARTMENT IN MANHATTAN,74160866,Di,"New York, United States",40.776720000000005,-73.96039,Entire home/apt,148.0,2,153,10/25/2020,5.21,1,0,10028,1.0,Manhattan,0
25190223,Great 2 bedroom apartment in midtown for 4ppl,187312369,Ramon,,40.75593,-73.99158,Entire home/apt,139.0,4,112,8/30/2020,3.77,1,87,10018,1.0,Manhattan,0
25251220,"Very Quiet 'nd Safe, overlooking backyard gardens",133123832,Parmenides,,40.787620000000004,-73.97061,Entire home/apt,107.0,30,3,2/29/2020,0.21,4,34,10024,1.0,Manhattan,0
25308697,"Close to Park, Private, Modern&Safe 2B2B  W/Gym",15807180,Michael,"New York, United States",40.78577,-73.97204,Entire home/apt,219.0,2,9,10/23/2020,0.78,2,67,10024,1.0,Manhattan,0
25346963,Townhouse Apartment steps away from Central Park,51601657,Joe,"New York, United States",40.77752,-73.962,Entire home/apt,356.0,3,86,10/17/2020,2.95,1,218,10028,1.0,Manhattan,0
25477608,Bright Private Bedroom close to Central Park,192290899,Nicholas,,40.77348,-73.98946,Private room,62.0,3,93,10/18/2020,3.15,1,151,10069,1.0,Manhattan,0
25492971,Midtown/Connect host before booking,166368558,Gregory,"New York, United States",40.78435,-73.97367,Private room,42.0,30,28,1/2/2020,1.45,2,180,10024,1.0,Manhattan,0
25548071,SoHo Bedroom Central and Close to Many Subways,36579046,Robert,,40.72116,-74.00107,Private room,177.0,1,116,1/30/2020,4.0,1,0,10013,1.0,Manhattan,0
25680531,Large Bedroom Near Major Attractions NYC - 33C4,190921808,John,"New York, United States",40.75541,-73.995,Private room,150.0,1,13,1/1/2020,0.46,38,365,10018,1.0,Manhattan,0
25737165,Lux Studio Suite+ Kitchen+Gym+Rooftop @FiDi!,73456844,Lillian,,40.70632,-74.01127,Entire home/apt,129.0,5,17,9/14/2020,0.59,1,161,10005,1.0,Manhattan,0
25743841,Spend the Summer in NYC,1303459,Steve,,40.76672,-73.95469,Entire home/apt,130.0,31,1,3/19/2020,0.13,3,337,10021,1.0,Manhattan,0
25774787,"Cozy & Chic 1 Bedroom, Upper East Side, Manhattan",61981690,Roseanne,"New York, United States",40.77587,-73.95392,Entire home/apt,159.0,5,36,2/13/2020,1.24,1,0,10028,1.0,Manhattan,0
25786000,Explorer's Apartment,193791518,Micheal,"New York, United States",40.75503,-73.96894,Entire home/apt,192.0,3,76,3/10/2020,2.72,1,177,10022,1.0,Manhattan,0
25814039,Cosy soulful studio in the Upper West Side,193983914,Yul,,40.79103,-73.97689,Entire home/apt,90.0,2,87,5/31/2020,2.99,1,59,10024,1.0,Manhattan,0
25860068,"UES PRIV. QUIET, WINDOW $39 ROOM! CLST,ELEV,LAUNDR",23827868,Gal,,40.77515,-73.946,Private room,45.0,30,4,3/17/2020,0.17,2,0,10028,1.0,Manhattan,0
25871147,Large Luxury Loft in TriBeCa,194377959,Natasha,,40.716879999999996,-74.00925,Private room,295.0,5,1,1/1/2020,0.1,1,89,10013,1.0,Manhattan,0
25909161,New York Oasis,32605338,Aliesha,"New York, United States",40.77093,-73.95233,Entire home/apt,100.0,2,24,3/1/2020,0.93,1,31,10075,1.0,Manhattan,0
25944038,Cozy neat & tidy ROOM close to UN and Central Park,195005674,Jose,"New York, United States",40.7614,-73.96162,Private room,35.0,3,7,2/17/2020,0.25,1,16,10065,1.0,Manhattan,0
26036438,Fun and Whimsical UWS Garden Home,40653297,Jordyn,"New York, United States",40.7878,-73.96825,Entire home/apt,550.0,2,30,2/17/2020,1.04,1,0,10024,1.0,Manhattan,0
26182768,Cozy little NYC apartment near Little Italy,21146326,Olga,"New York, United States",40.71663,-73.99634,Entire home/apt,109.0,2,17,9/7/2020,0.6,2,0,10013,1.0,Manhattan,0
26220343,Stylish & Cozy Private Studio Apartment (UES),2747221,Judah,"New York, United States",40.76182,-73.95922,Entire home/apt,113.0,1,15,2/17/2020,0.54,1,0,10065,1.0,Manhattan,0
26235821,Wonderful Location on East 68th st,10371008,Anna,"New York, United States",40.765159999999995,-73.95851,Shared room,45.0,3,16,4/30/2020,0.64,2,365,10065,1.0,Manhattan,0
26255392,Large one bedroom on the Upper East Side.,64097192,Lisa,"New York, United States",40.7697,-73.95484,Entire home/apt,210.0,2,39,1/18/2020,1.37,1,0,10021,1.0,Manhattan,0
26816742,Cozy living room in the center of Manhattan,42730216,Tatjana,,40.76443,-73.95808000000001,Shared room,45.0,3,12,10/8/2020,0.7,2,168,10065,1.0,Manhattan,0
27336951,Classic Upper East Side Charm – 1 BR/1 BA Apartment,203169632,Max,,40.77345,-73.95503000000001,Entire home/apt,138.0,2,68,10/5/2020,2.64,1,246,10075,1.0,Manhattan,0
27356337,Private Apartment | UES 1 BR | Bright & Bohemian,61100797,Elizabeth,"New York, United States",40.76979,-73.95331,Entire home/apt,125.0,20,35,9/20/2020,1.28,1,9,10021,1.0,Manhattan,0
27461602,Luxury 2 bdrm Apt near Soho with huge patio,3125234,Timothy,,40.71946,-73.99616,Entire home/apt,370.0,7,14,8/31/2020,0.52,1,28,10013,1.0,Manhattan,0
27529458,Nolita One Bedroom with View,33389621,Maura,"New York, United States",40.718720000000005,-73.99915,Entire home/apt,90.0,2,8,1/1/2020,0.3,1,0,10013,1.0,Manhattan,0
27574050,"Perfect Location, Perfect for Families",3313681,Kimberly,"New York, United States",40.78625,-73.97391,Entire home/apt,400.0,3,6,1/1/2020,0.22,1,0,10024,1.0,Manhattan,0
27732312,The Executive Suite,209320776,Patrick,"New York, United States",40.75677,-73.99753,Entire home/apt,300.0,30,62,10/19/2020,2.35,1,176,10018,1.0,Manhattan,0
28010820,Bedroom on UES,2878510,Ahmet,"New York, United States",40.77319,-73.95399,Private room,67.0,2,22,3/2/2020,0.84,2,0,10075,1.0,Manhattan,0
28125509,Private bed/ bath in classic Upper West Side apt.,191106696,Jeff,"New York, United States",40.79011,-73.97711,Private room,92.0,2,105,3/15/2020,3.98,1,210,10024,1.0,Manhattan,0
28180599,Chic UWS Apt - 1 block from Central Park!,190130382,Sarah,"New York, United States",40.78454,-73.97533,Entire home/apt,175.0,5,5,1/4/2020,0.19,1,179,10024,1.0,Manhattan,0
28333361,New York studio,23539190,Tina,,40.7652,-73.96761,Private room,60.0,3,7,3/16/2020,0.31,1,0,10065,1.0,Manhattan,0
28409399,Affordable Studio for First-Time Travelers to NYC,88982022,Timothy,"New York, United States",40.7773,-73.95837,Private room,117.0,2,18,5/2/2020,0.7,1,0,10028,1.0,Manhattan,0
28409473,CoZy room with your own bathroom/entrance in UES!,109378554,Adele,"New York, United States",40.77133,-73.95469,Private room,151.0,2,57,1/28/2020,2.18,1,89,10021,1.0,Manhattan,0
28462562,Prime New York Upper East Side 1 Bedroom Apartment,63659318,Kerem,,40.76972,-73.94966,Entire home/apt,135.0,1,59,3/21/2020,2.29,1,0,10075,1.0,Manhattan,0
28464743,Private bedroom with great location,11320557,Bojan,"New York, United States",40.71508,-73.99985,Private room,100.0,2,65,2/28/2020,2.69,1,0,10013,1.0,Manhattan,0
28478487,Work from HOME~Brand NEW~Large PATIO~Prime Midtown,211595859,Vera & Emelie,"New York, United States",40.75685,-73.96849,Entire home/apt,210.0,30,12,10/12/2020,0.46,2,151,10022,1.0,Manhattan,0
28608920,Chic modern studio,141300,Mela,"New York, United States",40.7854,-73.97099,Entire home/apt,160.0,13,21,3/1/2020,0.83,1,364,10024,1.0,Manhattan,0
28640338,Luxury Apartment/ Wall Street,56656728,Bret,,40.71056,-74.01021,Entire home/apt,190.0,5,60,1/19/2020,2.41,1,0,10007,1.0,Manhattan,0
28690074,Central Park Cozy Private Room,214135354,Min,"New York, United States",40.777159999999995,-73.9533,Private room,75.0,1,138,10/11/2020,5.35,2,341,10028,1.0,Manhattan,0
28693418,Traveler's Rest,64673584,Jacob,,40.78304,-73.97435,Entire home/apt,200.0,7,8,1/1/2020,0.31,1,0,10024,1.0,Manhattan,0
28715332,TRIBECA/SOHO 2 BEDROOM LUXURY LOFT,122323589,Roberto,"New York, United States",40.718270000000004,-74.00220999999999,Entire home/apt,742.0,3,13,2/26/2020,0.51,1,365,10013,1.0,Manhattan,0
28737860,Luxury Oasis in SoHo,333712,Rose,,40.72189,-74.00134,Entire home/apt,330.0,6,8,1/1/2020,0.33,1,31,10013,1.0,Manhattan,0
28831635,NYC Apartment - Upper East Side True 1 Bedroom,46641887,Zachary,,40.76907,-73.95564,Entire home/apt,97.0,30,6,3/31/2020,0.24,1,180,10021,1.0,Manhattan,0
28888147,NEW Lofty 1bedroom UpperEast Side,43825799,Anthony,"New York, United States",40.75952,-73.96382,Entire home/apt,235.0,1,65,1/1/2020,2.6,1,33,10022,1.0,Manhattan,0
28912358,Parisian style 1 bedroom in the Heart of UES!!!,41062475,Viktoria,,40.76043,-73.96119,Private room,75.0,4,22,3/24/2020,0.89,1,365,10065,1.0,Manhattan,0
29155787,"Cozy, Private Bedroom Near Central Park",21686560,Katarina,"New York, United States",40.773590000000006,-73.94583,Private room,69.0,1,22,3/15/2020,1.5,2,242,10028,1.0,Manhattan,0
29289507,Entire 1-bedroom Apartment near 34th st/5th ave,220662323,Vlad,"New York, United States",40.75019,-73.98501,Entire home/apt,73.0,1,68,10/31/2020,2.72,1,107,10018,1.0,Manhattan,0
29313881,Tribeca Loft with incredible views!,86156456,Shanna,,40.71492,-74.01005,Entire home/apt,130.0,15,8,9/1/2020,0.32,1,161,10007,1.0,Manhattan,0
29329429,2-story Apt in the heart of The Upper West Side!,80242144,Emily,"New York, United States",40.7842,-73.97814,Entire home/apt,193.0,3,12,10/31/2020,0.48,1,10,10024,1.0,Manhattan,0
29367388,UES private bedroom in shared apartment,17272284,Geoffrey,"New York, United States",40.76514,-73.95974,Private room,98.0,1,12,2/16/2020,0.62,2,0,10021,1.0,Manhattan,0
29388858,Great Midtown Vibe Spacious Experience in UWS NYC,208901618,XnL,"New York, United States",40.78926,-73.97152,Entire home/apt,275.0,31,12,1/1/2020,0.49,1,0,10024,1.0,Manhattan,0
29417325,"2,000 sf Authentic Loft Downtown New York City!",221595358,Karen,"New York, United States",40.71887,-74.00822,Private room,80.0,1,63,3/11/2020,2.58,2,332,10013,1.0,Manhattan,0
29519083,Entire Apt in the center of NYC,60525649,Lixia,"New York, United States",40.75519,-73.99485,Entire home/apt,185.0,4,17,2/8/2020,0.7,1,0,10018,1.0,Manhattan,0
29584789,Beautiful Upper East Side 1 Bedroom Apt: King Size,41233448,Elizabet,,40.7692,-73.9526,Entire home/apt,120.0,3,5,4/30/2020,0.21,1,0,10021,1.0,Manhattan,0
29701921,BEAUTIFUL Water View Aparment in Financial,223511106,Denise,,40.70547,-74.00851,Entire home/apt,129.0,1,11,2/22/2020,0.49,1,0,10005,1.0,Manhattan,0
29835041,Hudson Yard - Comfy Queen Room,224414117,Casamia 36,"New York, United States",40.756029999999996,-73.99704,Hotel room,147.0,1,47,8/26/2020,1.96,32,247,10018,1.0,Manhattan,0
29897911,NY HUDSON RIVER DOUBLE DOUBLE ROOM-NON SMOKING,224815152,Hudson River,"New York, United States",40.75623,-73.99672,Private room,179.0,1,22,3/14/2020,1.01,10,337,10018,1.0,Manhattan,0
29899574,Great penthouse in the heart of Downtown,224827088,Eugene,"New York, United States",40.70496,-74.00811999999999,Entire home/apt,425.0,4,14,1/5/2020,0.61,2,23,10005,1.0,Manhattan,0
29965041,Nice room to rent at Midtown Manhattan,7898626,Rémi,,40.75597,-73.96947,Private room,95.0,10,14,2/17/2020,0.6,1,0,10022,1.0,Manhattan,0
29965956,"Central Park Apartment-sanitizers, air purifier",225261197,Nane,"New York, United States",40.785379999999996,-73.97534,Private room,58.0,1,124,11/1/2020,5.92,1,324,10024,1.0,Manhattan,0
29981480,Private Room w/a Patio In Center of Manhattan!,225400206,Teresa,"New York, United States",40.75634,-73.97081,Private room,175.0,1,67,4/10/2020,2.8,3,0,10022,1.0,Manhattan,0
